"00679B" "元大美債20年" "41.71" "-0.22" "41.73" "41.73" "41.61" "273000" "11374190" "134" "41.69" "1" "41.71" "2" "183692000" "9999.95" "0.01"
"00687B" "國泰20年美債" "43.45" "-0.23" "43.56" "43.56" "43.36" "77000" "3348830" "11" "43.45" "2" "43.50" "58" "189287000" "9999.95" "0.01"
"00694B" "富邦美債1-3" "36.82" "-0.05" "36.84" "36.84" "36.82" "110000" "4050300" "5" "36.82" "1" "36.83" "2" "315576000" "9999.95" "0.01"
"00695B" "富邦美債7-10" "36.61" "-0.03" "36.63" "36.63" "36.59" "106000" "3880630" "7" "36.59" "2" "36.60" "2" "12186000" "9999.95" "0.01"
"00696B" "富邦美債20年" "43.21" "-0.30" "43.27" "43.30" "43.16" "161000" "6967370" "25" "43.20" "2" "43.21" "1" "635181000" "9999.95" "0.01"
"00697B" "元大美債7-10" "38.86" "-0.03" "38.90" "38.93" "38.83" "195000" "7580660" "13" "38.84" "2" "38.86" "1" "8212000" "9999.95" "0.01"
"00718B" "富邦中國政策債" "19.80" "+0.02" "19.79" "19.82" "19.78" "319000" "6316300" "10" "19.75" "50" "19.76" "1" "1139001000" "9999.95" "0.01"
"00719B" "元大美債1-3" "29.76" "-0.02" "29.75" "29.76" "29.71" "105000" "3124630" "5" "29.72" "1" "29.75" "1" "765514000" "9999.95" "0.01"
"00720B" "元大投資級公司債" "44.09" "-0.38" "44.08" "44.10" "44.02" "154000" "6786500" "41" "44.08" "1" "44.10" "5" "786109000" "9999.95" "0.01"
"00721B" "元大中國債3-5" "45.24" "+0.01" "45.28" "45.28" "45.24" "102000" "4614560" "3" "45.18" "3" "45.21" "1" "405622000" "9999.95" "0.01"
"00722B" "群益15年IG電信債" "46.92" "-0.30" "47.01" "47.01" "46.88" "113000" "5297940" "14" "46.92" "6" "46.95" "100" "998739000" "9999.95" "0.01"
"00723B" "群益15年IG科技債" "42.21" "-0.34" "42.21" "42.21" "42.21" "102000" "4305420" "6" "42.21" "1" "42.23" "1" "1031083000" "9999.95" "0.01"
"00724B" "群益10年IG金融債" "41.88" "-0.19" "41.83" "41.89" "41.83" "112000" "4690120" "13" "41.89" "5" "41.90" "1" "1711775000" "9999.95" "0.01"
"00725B" "國泰投資級公司債" "44.26" "-0.21" "44.27" "44.27" "44.26" "101000" "4471260" "3" "44.19" "30" "44.23" "1" "1049706000" "9999.95" "0.01"
"00726B" "國泰5Y+新興債" "41.50" "-0.02" "41.49" "41.50" "41.49" "102000" "4232980" "4" "41.46" "7" "41.48" "1" "1125989000" "9999.95" "0.01"
"00727B" "國泰1-5Y高收債" "37.80" "-0.08" "37.81" "37.81" "37.75" "129000" "4875900" "19" "37.79" "3" "37.80" "2" "92189000" "9999.95" "0.01"
"00734B" "台新JPM新興債" "19.35" "-0.03" "19.38" "19.38" "19.33" "1001000" "19379340" "13" "19.32" "6" "19.35" "2" "11979000" "9999.95" "0.01"
"00740B" "富邦全球投等債" "47.65" "-0.12" "47.70" "47.70" "47.60" "104000" "4955600" "7" "47.60" "2" "47.63" "2" "776971000" "9999.95" "0.01"
"00741B" "富邦全球高收債" "36.87" "-0.03" "36.90" "36.92" "36.85" "103000" "3796190" "7" "36.80" "2" "36.84" "1" "8128000" "9999.95" "0.01"
"00744B" "國泰中國政金債5+" "42.34" "-0.05" "42.37" "42.37" "42.34" "172000" "7285520" "9" "42.33" "10" "42.35" "1" "754228000" "9999.95" "0.01"
"00745B" "富邦中政債0-1" "41.06" "+0.06" "41.08" "41.08" "41.06" "100000" "4107000" "4" "40.58" "24" "41.10" "1" "4016000" "9999.95" "0.01"
