"00679B" "元大美債20年" "42.11" "+0.07" "42.04" "42.26" "42.04" "609000" "25662080" "217" "42.11" "2" "42.13" "5" "184192000" "9999.95" "0.01"
"00687B" "國泰20年美債" "43.87" "+0.01" "43.86" "44.00" "43.84" "88000" "3865590" "19" "43.81" "51" "43.89" "52" "189287000" "9999.95" "0.01"
"00694B" "富邦美債1-3" "36.90" "-0.14" "36.97" "36.97" "36.90" "105000" "3876570" "7" "36.90" "2" "36.91" "30" "294576000" "9999.95" "0.01"
"00695B" "富邦美債7-10" "36.80" "-0.10" "36.74" "36.80" "36.74" "103000" "3790340" "5" "36.74" "7" "36.76" "2" "12186000" "9999.95" "0.01"
"00696B" "富邦美債20年" "43.70" "-0.08" "43.78" "43.87" "43.70" "147000" "6445700" "30" "43.70" "2" "43.74" "1" "635181000" "9999.95" "0.01"
"00697B" "元大美債7-10" "39.01" "-0.13" "39.03" "39.04" "39.00" "185000" "7219830" "8" "38.99" "35" "39.01" "1" "8212000" "9999.95" "0.01"
"00718B" "富邦中國政策債" "19.71" "-0.09" "19.76" "19.78" "19.71" "165000" "3259800" "11" "19.71" "24" "19.73" "1" "1139001000" "9999.95" "0.01"
"00719B" "元大美債1-3" "29.79" "-0.05" "29.84" "29.84" "29.79" "101000" "3008840" "3" "29.76" "3" "29.78" "1" "765514000" "9999.95" "0.01"
"00720B" "元大投資級公司債" "44.71" "-0.12" "44.83" "44.83" "44.71" "155000" "6940980" "31" "44.71" "24" "44.75" "1" "786109000" "9999.95" "0.01"
"00721B" "元大中國債3-5" "45.10" "-0.16" "45.20" "45.20" "45.10" "182000" "8216300" "5" "45.04" "11" "45.11" "1" "405622000" "9999.95" "0.01"
"00722B" "群益15年IG電信債" "47.65" "-0.09" "47.66" "47.78" "47.65" "116000" "5539920" "11" "47.65" "9" "47.71" "1" "998739000" "9999.95" "0.01"
"00723B" "群益15年IG科技債" "43.18" "+0.10" "43.13" "43.18" "43.13" "104000" "4490620" "8" "43.10" "1" "43.11" "101" "1031083000" "9999.95" "0.01"
"00724B" "群益10年IG金融債" "42.40" "-0.04" "42.43" "42.47" "42.40" "166000" "7047620" "20" "42.40" "10" "42.44" "1" "1712275000" "9999.95" "0.01"
"00725B" "國泰投資級公司債" "44.79" "-0.02" "44.75" "44.81" "44.75" "143000" "6403080" "7" "44.74" "12" "44.76" "1" "1049706000" "9999.95" "0.01"
"00726B" "國泰5Y+新興債" "41.49" "-0.05" "41.54" "41.54" "41.49" "101000" "4190540" "3" "41.50" "1" "41.51" "1" "1125989000" "9999.95" "0.01"
"00727B" "國泰1-5Y高收債" "37.92" "-0.05" "37.93" "37.93" "37.90" "168000" "6368180" "17" "37.90" "1" "37.92" "1" "92189000" "9999.95" "0.01"
"00734B" "台新JPM新興債" "19.46" "-0.04" "19.45" "19.48" "19.45" "1005000" "19577240" "15" "19.45" "5" "19.50" "2" "11979000" "9999.95" "0.01"
"00740B" "富邦全球投等債" "48.18" "-0.07" "48.25" "48.25" "48.15" "106000" "5107650" "9" "48.10" "1" "48.15" "2" "812971000" "9999.95" "0.01"
"00741B" "富邦全球高收債" "36.90" "-0.17" "37.06" "37.06" "36.89" "138000" "5097540" "29" "36.90" "1" "36.94" "1" "8128000" "9999.95" "0.01"
"00744B" "國泰中國政金債5+" "42.28" "-0.11" "42.28" "42.28" "42.28" "100000" "4228000" "2" "42.26" "12" "42.29" "1" "754228000" "9999.95" "0.01"
"00745B" "富邦中政債0-1" "40.93" "-0.07" "40.78" "40.96" "40.78" "101000" "4135280" "5" "40.68" "20" "40.96" "1" "4016000" "9999.95" "0.01"
"00746B" "富邦A級公司債" "44.64" "-0.15" "44.85" "44.85" "44.57" "102000" "4555420" "6" "44.56" "3" "44.63" "1" "886464000" "9999.95" "0.01"
"00747B" "FH中國政策債" "51.50" "-0.15" "51.50" "51.50" "51.50" "100000" "5150000" "2" "51.45" "9" "51.50" "1" "686000000" "9999.95" "0.01"
"00748B" "凱基中國債3-10" "41.96" "-0.10" "41.96" "41.96" "41.96" "100000" "4196000" "2" "41.90" "10" "41.96" "1" "609500000" "9999.95" "0.01"
"00749B" "凱基新興債10+" "42.28" "+0.07" "42.28" "42.28" "42.28" "100000" "4228000" "2" "42.25" "1" "42.32" "10" "902000000" "9999.95" "0.01"
"00750B" "凱基科技債10+" "43.85" "-0.07" "43.85" "43.85" "43.85" "100000" "4385000" "4" "43.76" "7" "43.81" "1" "76500000" "9999.95" "0.01"
"00751B" "元大AAA至A公司債" "45.54" "-0.13" "45.67" "45.67" "45.48" "143000" "6522080" "45" "45.51" "20" "45.52" "1" "1265103000" "9999.95" "0.01"
"00754B" "群益AAA-AA公司債" "47.31" "+0.02" "47.34" "47.38" "47.31" "107000" "5069510" "10" "47.27" "10" "47.29" "25" "152400000" "9999.95" "0.01"
"00755B" "群益15年IG公用債" "44.74" "-0.02" "44.76" "44.82" "44.74" "108000" "4840220" "12" "44.69" "1" "44.80" "9" "124230000" "9999.95" "0.01"
"00756B" "群益15年EM主權債" "44.57" "+0.15" "44.40" "44.60" "44.40" "121000" "5394510" "12" "44.46" "10" "44.49" "2" "936800000" "9999.95" "0.01"
"00758B" "FH能源債" "63.70" "-0.25" "63.70" "63.70" "63.70" "100000" "6370000" "2" "63.55" "12" "63.65" "1" "5525000" "9999.95" "0.01"
"00759B" "FH製藥債" "71.10" "-0.30" "71.10" "71.10" "71.10" "100000" "7110000" "2" "70.95" "5" "71.05" "1" "49025000" "9999.95" "0.01"
"00760B" "FH新興企業債" "64.30" "-0.05" "64.40" "64.40" "64.30" "103000" "6633100" "4" "64.20" "5" "64.35" "2" "320520000" "9999.95" "0.01"
"00761B" "國泰A級公司債" "46.71" "-0.05" "46.64" "46.71" "46.64" "103000" "4808040" "5" "46.59" "11" "46.63" "2" "1156589000" "9999.95" "0.01"
"00764B" "群益25年美債" "44.39" "+0.18" "44.26" "44.39" "44.26" "111000" "4926510" "11" "44.24" "100" "44.29" "1" "303000000" "9999.95" "0.01"
"00765B" "群益中國政金債" "40.14" "-0.09" "40.14" "40.14" "40.14" "100000" "4014000" "2" "40.09" "6" "40.21" "29" "3000000" "9999.95" "0.01"
"00768B" "FH20年美債" "70.90" "+0.20" "70.60" "70.90" "70.60" "103000" "7302100" "5" "70.55" "10" "70.70" "1" "100100000" "9999.95" "0.01"
"00772B" "中信高評級公司債" "44.74" "-0.03" "44.77" "44.90" "44.74" "781000" "35041860" "68" "44.73" "20" "44.74" "4" "1243790000" "9999.95" "0.01"
"00773B" "中信優先金融債" "45.67" "+0.09" "45.58" "45.70" "45.55" "227000" "10362660" "18" "45.63" "1" "45.64" "2" "1223290000" "9999.95" "0.01"
"00777B" "凱基AAA至A公司債" "44.31" "-0.06" "44.31" "44.31" "44.31" "102000" "4519620" "6" "44.23" "2" "44.28" "1" "860650000" "9999.95" "0.01"
"00778B" "凱基金融債20+" "46.09" "0.00" "46.09" "46.09" "46.09" "100000" "4609000" "4" "46.01" "8" "46.06" "1" "794650000" "9999.95" "0.01"
"00779B" "凱基美債25+" "44.48" "+0.11" "44.31" "44.50" "44.31" "107000" "4759180" "8" "44.31" "10" "44.38" "2" "263650000" "9999.95" "0.01"
"00780B" "國泰A級金融債" "40.34" "-0.11" "40.45" "40.45" "40.34" "101000" "4074450" "3" "40.26" "8" "40.29" "1" "183602000" "9999.95" "0.01"
"00781B" "國泰A級科技債" "43.30" "-0.01" "43.25" "43.30" "43.25" "102000" "4414550" "4" "43.22" "10" "43.29" "10" "2836000" "9999.95" "0.01"
"00782B" "國泰A級公用債" "42.75" "-0.06" "42.70" "42.75" "42.70" "101000" "4317700" "3" "42.70" "1" "42.72" "9" "2967000" "9999.95" "0.01"
"00784B" "富邦中國投等債" "36.35" "-0.18" "36.30" "36.35" "36.30" "151000" "5488800" "5" "36.27" "25" "36.35" "20" "2993000" "9999.95" "0.01"
"00785B" "富邦金融投等債" "43.43" "-0.19" "43.38" "43.44" "43.38" "151000" "6558880" "7" "43.38" "1" "43.40" "1" "332966000" "9999.95" "0.01"
"00786B" "元大10年IG銀行債" "42.22" "-0.03" "42.21" "42.30" "42.21" "161000" "6797500" "9" "42.16" "15" "42.20" "1" "8066000" "9999.95" "0.01"
"00787B" "元大10年IG醫療債" "43.66" "-0.10" "43.66" "43.66" "43.66" "150000" "6549000" "3" "43.59" "11" "43.66" "29" "5306000" "9999.95" "0.01"
"00788B" "元大10年IG電能債" "41.32" "-0.08" "41.25" "41.38" "41.24" "174000" "7189540" "11" "41.27" "2" "41.32" "2" "5706000" "9999.95" "0.01"
"00789B" "FH公司債A3" "66.50" "-0.15" "66.50" "66.50" "66.50" "100000" "6650000" "4" "66.40" "9" "66.50" "1" "42600000" "9999.95" "0.01"
"00790B" "FH次順位IG金融債" "64.00" "-0.10" "64.00" "64.00" "64.00" "100000" "6400000" "2" "63.85" "6" "64.10" "9" "2100000" "9999.95" "0.01"
"00791B" "FH美元信用債1-5Y" "54.75" "-0.10" "54.75" "54.75" "54.75" "101000" "5529750" "5" "54.70" "1" "54.80" "101" "355600000" "9999.95" "0.01"
"00792B" "群益A級公司債" "43.45" "-0.01" "43.47" "43.47" "43.45" "101000" "4388470" "5" "43.40" "25" "43.42" "2" "574115000" "9999.95" "0.01"
"00793B" "群益AAA-A醫療債" "42.46" "-0.08" "42.52" "42.52" "42.46" "101000" "4294460" "3" "42.45" "25" "42.54" "25" "2526000" "9999.95" "0.01"
"00794B" "群益7+中國政金債" "40.35" "-0.01" "40.35" "40.35" "40.35" "100000" "4035000" "2" "40.28" "1" "40.36" "1" "185687000" "9999.95" "0.01"
"00795B" "中信美國公債20年" "42.24" "+0.05" "42.20" "42.36" "42.20" "229000" "9688780" "20" "42.23" "2" "42.26" "2" "224098000" "9999.95" "0.01"
"00796B" "中信中國債7-10" "40.07" "-0.08" "40.05" "40.08" "40.04" "106000" "4245830" "6" "40.03" "2" "40.05" "1" "81970000" "9999.95" "0.01"
"00799B" "國泰A級醫療債" "43.06" "+0.04" "43.22" "43.22" "43.02" "103000" "4435430" "5" "42.92" "19" "43.03" "15" "4036000" "9999.95" "0.01"
"00831B" "新光美債1-3" "36.08" "-0.12" "36.08" "36.08" "36.08" "50000" "1804000" "2" "36.02" "5" "36.08" "1" "126600000" "9999.95" "0.01"
"00834B" "第一金金融債10+" "42.25" "+0.05" "42.25" "42.25" "42.25" "100000" "4225000" "4" "42.20" "1" "42.35" "1" "17198000" "9999.95" "0.01"
"00836B" "永豐10年A公司債" "40.53" "+0.09" "40.53" "40.53" "40.53" "102000" "4134060" "4" "40.51" "10" "40.53" "1" "213541000" "9999.95" "0.01"
"00838B" "永豐7-10年中國債" "39.58" "-0.07" "39.67" "39.67" "39.58" "101000" "3997670" "3" "39.56" "10" "39.63" "5" "5691000" "9999.95" "0.01"
"00840B" "凱基IG精選15+" "40.58" "-0.04" "40.58" "40.58" "40.58" "100000" "4058000" "2" "40.51" "10" "40.56" "1" "19931000" "9999.95" "0.01"
"00841B" "凱基AAA-AA公司債" "41.04" "+0.03" "41.04" "41.04" "41.04" "100000" "4104000" "2" "40.99" "4" "41.08" "1" "53940000" "9999.95" "0.01"
"00842B" "台新美元銀行債" "41.00" "-0.03" "41.00" "41.00" "40.99" "111000" "4550000" "4" "40.93" "10" "41.00" "1" "9767000" "9999.95" "0.01"
"00843B" "台新中國政策債" "39.72" "-0.09" "39.72" "39.72" "39.72" "100000" "3972000" "2" "39.71" "20" "39.80" "5" "5021000" "9999.95" "0.01"
"00844B" "新光15年IG金融債" "40.75" "+0.19" "40.60" "40.75" "40.60" "4000" "162700" "3" "40.59" "1" "40.79" "5" "38175000" "9999.95" "0.01"
"00845B" "富邦新興投等債" "36.66" "-0.15" "36.60" "36.66" "36.60" "101000" "3702600" "3" "36.58" "2" "36.62" "1" "164551000" "9999.95" "0.01"
"00846B" "富邦歐洲銀行債" "37.11" "-0.23" "36.98" "37.11" "36.98" "101000" "3747980" "3" "36.96" "11" "37.04" "1" "77350000" "9999.95" "0.01"
"00847B" "中信美國市政債" "36.02" "+0.12" "35.95" "36.02" "35.95" "209000" "7520730" "10" "35.91" "2" "35.94" "4" "13305000" "9999.95" "0.01"
"00848B" "中信新興亞洲債" "37.33" "-0.07" "37.33" "37.33" "37.30" "101000" "3768830" "5" "37.28" "10" "37.30" "1" "154566000" "9999.95" "0.01"
"00849B" "中信EM主權債0-5" "35.86" "-0.11" "35.85" "35.87" "35.80" "108000" "3872020" "7" "35.85" "1" "35.86" "1" "746106000" "9999.95" "0.01"
